gwid,statename,from,to,group,groupid,gwgroupid,umbrella,size,status,reg_aut
625,Sudan,2012,2013,Rashaida,16000,62516000,,0.003,POWERLESS,false
626,South Sudan,2011,2013,Dinka,4000,62604000,,0.4,SENIOR PARTNER,false
626,South Sudan,2011,2013,Nuer,8000,62608000,,0.2,JUNIOR PARTNER,false
626,South Sudan,2011,2013,Azande,1000,62601000,,0.1,POWERLESS,false
626,South Sudan,2011,2013,Toposa,18000,62618000,,0.08,POWERLESS,false
626,South Sudan,2011,2013,Shilluk,13000,62613000,,0.05,POWERLESS,false
626,South Sudan,2011,2013,Murle,17000,62617000,,0.04,DISCRIMINATED,false
626,South Sudan,2011,2013,Anyuak,19000,62619000,,0.015,POWERLESS,false
626,South Sudan,2011,2013,Mundari,20000,62620000,,0.015,POWERLESS,false
626,South Sudan,2011,2013,Bari,2000,62602000,,0.01,POWERLESS,false
626,South Sudan,2011,2013,Didinga,21000,62621000,,0.01,POWERLESS,false
630,Iran,1946,1946,Persians,9000,63009000,,0.51,DOMINANT,
630,Iran,1946,1946,Azeri,4000,63004000,,0.24,SELF-EXCLUSION,true
630,Iran,1946,1946,Kurds,8000,63008000,,0.08,SELF-EXCLUSION,true
630,Iran,1946,1946,Arabs,1000,63001000,,0.03,POWERLESS,false
630,Iran,1946,1946,Baloch,6000,63006000,,0.02,IRRELEVANT,
630,Iran,1946,1946,Turkmen,10000,63010000,,0.02,POWERLESS,false
630,Iran,1946,1946,Armenians,2000,63002000,,0.0058,POWERLESS,false
630,Iran,1946,1946,Bahais,5000,63005000,,0.0045,IRRELEVANT,
630,Iran,1946,1946,Jews,7000,63007000,,0.0039,POWERLESS,false
630,Iran,1946,1946,Assyrians,3000,63003000,,0.0034,POWERLESS,false
630,Iran,1946,1946,Zoroastrians,12000,63012000,,0.0015,POWERLESS,false
630,Iran,1947,1960,Persians,9000,63009000,,0.51,SENIOR PARTNER,false
630,Iran,1947,1960,Azeri,4000,63004000,,0.24,JUNIOR PARTNER,false
630,Iran,1947,1960,Kurds,8000,63008000,,0.08,POWERLESS,false
630,Iran,1947,1960,Arabs,1000,63001000,,0.03,POWERLESS,false
630,Iran,1947,1960,Baloch,6000,63006000,,0.02,IRRELEVANT,
630,Iran,1947,1960,Turkmen,10000,63010000,,0.02,POWERLESS,false
630,Iran,1947,1960,Armenians,2000,63002000,,0.0058,POWERLESS,false
630,Iran,1947,1960,Bahais,5000,63005000,,0.0045,IRRELEVANT,
630,Iran,1947,1960,Jews,7000,63007000,,0.0039,POWERLESS,false
630,Iran,1947,1960,Assyrians,3000,63003000,,0.0034,POWERLESS,false
630,Iran,1947,1960,Zoroastrians,12000,63012000,,0.0015,POWERLESS,false
630,Iran,1961,1979,Persians,9000,63009000,,0.51,SENIOR PARTNER,false
630,Iran,1961,1979,Azeri,4000,63004000,,0.24,JUNIOR PARTNER,false
630,Iran,1961,1979,Kurds,8000,63008000,,0.08,POWERLESS,false
630,Iran,1961,1979,Arabs,1000,63001000,,0.03,POWERLESS,false
630,Iran,1961,1979,Baloch,6000,63006000,,0.02,POWERLESS,false
630,Iran,1961,1979,Turkmen,10000,63010000,,0.02,POWERLESS,false
630,Iran,1961,1979,Armenians,2000,63002000,,0.0058,POWERLESS,false
630,Iran,1961,1979,Bahais,5000,63005000,,0.0045,IRRELEVANT,
630,Iran,1961,1979,Jews,7000,63007000,,0.0039,POWERLESS,false
630,Iran,1961,1979,Assyrians,3000,63003000,,0.0034,POWERLESS,false
630,Iran,1961,1979,Zoroastrians,12000,63012000,,0.0015,POWERLESS,false
630,Iran,1980,2013,Persians,9000,63009000,,0.51,SENIOR PARTNER,false
630,Iran,1980,2013,Azeri,4000,63004000,,0.24,JUNIOR PARTNER,false
630,Iran,1980,2013,Kurds,8000,63008000,,0.08,DISCRIMINATED,false
630,Iran,1980,2013,Arabs,1000,63001000,,0.03,DISCRIMINATED,false
630,Iran,1980,2013,Baloch,6000,63006000,,0.02,DISCRIMINATED,false
630,Iran,1980,2013,Turkmen,10000,63010000,,0.02,DISCRIMINATED,false
630,Iran,1980,2013,Armenians,2000,63002000,,0.0058,POWERLESS,false
630,Iran,1980,2013,Bahais,5000,63005000,,0.0045,DISCRIMINATED,false
630,Iran,1980,2013,Jews,7000,63007000,,0.0039,POWERLESS,false
630,Iran,1980,2013,Assyrians,3000,63003000,,0.0034,POWERLESS,false
630,Iran,1980,2013,Zoroastrians,12000,63012000,,0.0015,POWERLESS,false
640,Turkey,1946,2013,Turkish,2000,64002000,,0.75,MONOPOLY,
640,Turkey,1946,2013,Kurds,1000,64001000,,0.18,DISCRIMINATED,false
640,Turkey,1946,2013,Roma,3000,64003000,,0.0066,DISCRIMINATED,false
645,Iraq,1946,1958,Shi'a Arabs,2000,64502000,,0.63,JUNIOR PARTNER,false
645,Iraq,1946,1958,Sunni Arabs,3000,64503000,,0.19,SENIOR PARTNER,false
645,Iraq,1946,1958,Kurds,1000,64501000,,0.17,POWERLESS,false
645,Iraq,1959,1963,Shi'a Arabs,2000,64502000,,0.63,JUNIOR PARTNER,false
645,Iraq,1959,1963,Sunni Arabs,3000,64503000,,0.19,SENIOR PARTNER,false
645,Iraq,1959,1963,Kurds,1000,64501000,,0.17,SELF-EXCLUSION,true
645,Iraq,1964,1979,Shi'a Arabs,2000,64502000,,0.63,POWERLESS,false
645,Iraq,1964,1979,Sunni Arabs,3000,64503000,,0.19,MONOPOLY,
645,Iraq,1964,1979,Kurds,1000,64501000,,0.17,SELF-EXCLUSION,true
645,Iraq,1980,1991,Shi'a Arabs,2000,64502000,,0.63,DISCRIMINATED,false
645,Iraq,1980,1991,Sunni Arabs,3000,64503000,,0.19,MONOPOLY,false
645,Iraq,1980,1991,Kurds,1000,64501000,,0.17,DISCRIMINATED,false
645,Iraq,1992,2003,Shi'a Arabs,2000,64502000,,0.63,DISCRIMINATED,false
645,Iraq,1992,2003,Sunni Arabs,3000,64503000,,0.19,MONOPOLY,
645,Iraq,1992,2003,Kurds,1000,64501000,,0.17,SELF-EXCLUSION,true
645,Iraq,2004,2011,Shi'a Arabs,2000,64502000,,0.63,SENIOR PARTNER,false
645,Iraq,2004,2011,Sunni Arabs,3000,64503000,,0.19,JUNIOR PARTNER,false
645,Iraq,2004,2011,Kurds,1000,64501000,,0.17,JUNIOR PARTNER,true
645,Iraq,2012,2013,Shi'a Arabs,2000,64502000,,0.63,SENIOR PARTNER,false
645,Iraq,2012,2013,Sunni Arabs,3000,64503000,,0.19,POWERLESS,false
645,Iraq,2012,2013,Kurds,1000,64501000,,0.17,JUNIOR PARTNER,true
651,Egypt,1946,2000,Arab Muslims,1000,65101000,,0.9099,MONOPOLY,
651,Egypt,1946,2000,Coptic Christians,2000,65102000,,0.09,POWERLESS,false
651,Egypt,1946,2000,Jews,3000,65103000,,0.0001,DISCRIMINATED,false
651,Egypt,2001,2013,Arab Muslims,1000,65101000,,0.91,MONOPOLY,
651,Egypt,2001,2013,Coptic Christians,2000,65102000,,0.09,POWERLESS,false
652,Syria,1946,1948,Sunni Arabs,2000,65202000,,0.65,SENIOR PARTNER,false
652,Syria,1946,1948,Alawi,3000,65203000,,0.13,POWERLESS,true
652,Syria,1946,1948,Christians,4000,65204000,,0.1,JUNIOR PARTNER,false
652,Syria,1946,1948,Kurds,6000,65206000,,0.08,JUNIOR PARTNER,false
652,Syria,1946,1948,Druze,1000,65201000,,0.03,POWERLESS,true
652,Syria,1949,1954,Sunni Arabs,2000,65202000,,0.65,JUNIOR PARTNER,false
652,Syria,1949,1954,Alawi,3000,65203000,,0.13,JUNIOR PARTNER,false
652,Syria,1949,1954,Christians,4000,65204000,,0.1,JUNIOR PARTNER,false
652,Syria,1949,1954,Kurds,6000,65206000,,0.08,SENIOR PARTNER,false
652,Syria,1949,1954,Druze,1000,65201000,,0.03,JUNIOR PARTNER,false
652,Syria,1955,1957,Sunni Arabs,2000,65202000,,0.65,SENIOR PARTNER,false
652,Syria,1955,1957,Alawi,3000,65203000,,0.13,JUNIOR PARTNER,false
652,Syria,1955,1957,Christians,4000,65204000,,0.1,JUNIOR PARTNER,false
652,Syria,1955,1957,Kurds,6000,65206000,,0.08,JUNIOR PARTNER,false
652,Syria,1955,1957,Druze,1000,65201000,,0.03,JUNIOR PARTNER,false
652,Syria,1958,1960,Sunni Arabs,2000,65202000,,0.65,DOMINANT,
652,Syria,1958,1960,Alawi,3000,65203000,,0.13,POWERLESS,false
652,Syria,1958,1960,Christians,4000,65204000,,0.1,POWERLESS,false
652,Syria,1958,1960,Kurds,6000,65206000,,0.08,POWERLESS,false
652,Syria,1958,1960,Druze,1000,65201000,,0.03,POWERLESS,false
652,Syria,1961,1965,Sunni Arabs,2000,65202000,,0.65,SENIOR PARTNER,false
652,Syria,1961,1965,Alawi,3000,65203000,,0.13,JUNIOR PARTNER,false
652,Syria,1961,1965,Christians,4000,65204000,,0.1,JUNIOR PARTNER,false
652,Syria,1961,1965,Kurds,6000,65206000,,0.08,DISCRIMINATED,false
652,Syria,1961,1965,Druze,1000,65201000,,0.03,JUNIOR PARTNER,false
652,Syria,1966,1969,Sunni Arabs,2000,65202000,,0.65,JUNIOR PARTNER,false
652,Syria,1966,1969,Alawi,3000,65203000,,0.13,SENIOR PARTNER,false
652,Syria,1966,1969,Christians,4000,65204000,,0.1,JUNIOR PARTNER,false
652,Syria,1966,1969,Kurds,6000,65206000,,0.08,DISCRIMINATED,false
652,Syria,1966,1969,Druze,1000,65201000,,0.03,JUNIOR PARTNER,false
652,Syria,1970,2011,Sunni Arabs,2000,65202000,,0.65,POWERLESS,false
652,Syria,1970,2011,Alawi,3000,65203000,,0.13,DOMINANT,
652,Syria,1970,2011,Christians,4000,65204000,,0.1,POWERLESS,false
652,Syria,1970,2011,Kurds,6000,65206000,,0.08,DISCRIMINATED,false
652,Syria,1970,2011,Druze,1000,65201000,,0.03,POWERLESS,false
652,Syria,2012,2013,Sunni Arabs,2000,65202000,,0.65,POWERLESS,false
652,Syria,2012,2013,Alawi,3000,65203000,,0.13,DOMINANT,false
652,Syria,2012,2013,Christians,4000,65204000,,0.1,POWERLESS,false
652,Syria,2012,2013,Kurds,6000,65206000,,0.08,POWERLESS,false
652,Syria,2012,2013,Druze,1000,65201000,,0.03,POWERLESS,false
660,Lebanon,1946,1970,Maronite Christians,5000,66005000,,0.29,SENIOR PARTNER,false
660,Lebanon,1946,1970,Sunnis (Arab),10000,66010000,,0.22,SENIOR PARTNER,false
660,Lebanon,1946,1970,Shi'a Muslims (Arab),8000,66008000,,0.2,JUNIOR PARTNER,false
660,Lebanon,1946,1970,Palestinians (Arab),7000,66007000,,0.1,POWERLESS,false
660,Lebanon,1946,1970,Druze,2000,66002000,,0.07,JUNIOR PARTNER,false
660,Lebanon,1946,1970,Greek Orthodox,3000,66003000,,0.05,JUNIOR PARTNER,false
660,Lebanon,1946,1970,Greek Catholics,4000,66004000,,0.03,JUNIOR PARTNER,false
660,Lebanon,1946,1970,Armenian Orthodox,1000,66001000,,0.01,JUNIOR PARTNER,false
660,Lebanon,1946,1970,Armenian Catholics,6000,66006000,,0.01,POWERLESS,false
660,Lebanon,1946,1970,Protestants,9000,66009000,,0.01,POWERLESS,false
660,Lebanon,1946,1970,Alawites,11000,66011000,,0.01,POWERLESS,false
660,Lebanon,1971,1991,Shi'a Muslims (Arab),8000,66008000,,0.32,JUNIOR PARTNER,false
660,Lebanon,1971,1991,Sunnis (Arab),10000,66010000,,0.2,SENIOR PARTNER,false
660,Lebanon,1971,1991,Maronite Christians,5000,66005000,,0.16,SENIOR PARTNER,false
660,Lebanon,1971,1991,Palestinians (Arab),7000,66007000,,0.1,DISCRIMINATED,false
660,Lebanon,1971,1991,Druze,2000,66002000,,0.06,JUNIOR PARTNER,false
660,Lebanon,1971,1991,Greek Orthodox,3000,66003000,,0.05,JUNIOR PARTNER,false
660,Lebanon,1971,1991,Armenian Orthodox,1000,66001000,,0.04,JUNIOR PARTNER,false
660,Lebanon,1971,1991,Greek Catholics,4000,66004000,,0.03,JUNIOR PARTNER,false
660,Lebanon,1971,1991,Armenian Catholics,6000,66006000,,0.01,POWERLESS,false
660,Lebanon,1971,1991,Protestants,9000,66009000,,0.01,POWERLESS,false
660,Lebanon,1971,1991,Alawites,11000,66011000,,0.01,POWERLESS,false
660,Lebanon,1992,2012,Shi'a Muslims (Arab),8000,66008000,,0.32,SENIOR PARTNER,false
660,Lebanon,1992,2012,Sunnis (Arab),10000,66010000,,0.2,SENIOR PARTNER,false
660,Lebanon,1992,2012,Maronite Christians,5000,66005000,,0.16,SENIOR PARTNER,false
660,Lebanon,1992,2012,Palestinians (Arab),7000,66007000,,0.1,DISCRIMINATED,false
660,Lebanon,1992,2012,Druze,2000,66002000,,0.06,JUNIOR PARTNER,false
660,Lebanon,1992,2012,Greek Orthodox,3000,66003000,,0.05,JUNIOR PARTNER,false
660,Lebanon,1992,2012,Armenian Orthodox,1000,66001000,,0.04,JUNIOR PARTNER,false
660,Lebanon,1992,2012,Greek Catholics,4000,66004000,,0.03,JUNIOR PARTNER,false
660,Lebanon,1992,2012,Armenian Catholics,6000,66006000,,0.01,POWERLESS,false
660,Lebanon,1992,2012,Protestants,9000,66009000,,0.01,POWERLESS,false
660,Lebanon,1992,2012,Alawites,11000,66011000,,0.01,POWERLESS,false
660,Lebanon,2013,2013,Shi'a Muslims (Arab),8000,66008000,,0.32,SENIOR PARTNER,false
660,Lebanon,2013,2013,Sunnis (Arab),10000,66010000,,0.2,SENIOR PARTNER,false
660,Lebanon,2013,2013,Maronite Christians,5000,66005000,,0.16,SENIOR PARTNER,false
660,Lebanon,2013,2013,Palestinians (Arab),7000,66007000,,0.1,DISCRIMINATED,false
660,Lebanon,2013,2013,Druze,2000,66002000,,0.06,JUNIOR PARTNER,false
660,Lebanon,2013,2013,Greek Orthodox,3000,66003000,,0.05,JUNIOR PARTNER,false
660,Lebanon,2013,2013,Armenian Orthodox,1000,66001000,,0.04,JUNIOR PARTNER,false
660,Lebanon,2013,2013,Greek Catholics,4000,66004000,,0.03,JUNIOR PARTNER,false
660,Lebanon,2013,2013,Armenian Catholics,6000,66006000,,0.01,POWERLESS,false
660,Lebanon,2013,2013,Protestants,9000,66009000,,0.01,POWERLESS,false
660,Lebanon,2013,2013,Alawites,11000,66011000,,0.01,POWERLESS,false
663,Jordan,1946,2013,Palestinian Arabs,2000,66302000,,0.5,DISCRIMINATED,false
663,Jordan,1946,2013,Jordanian Arabs,1000,66301000,,0.4,MONOPOLY,
663,Jordan,1946,2013,Christians,3000,66303000,,0.06,POWERLESS,false
666,Israel,1948,1949,Ashkenazim (Jewish),2000,66602000,,0.47,MONOPOLY,
666,Israel,1948,1949,Mizrahim (Jewsih),4000,66604000,,0.39,IRRELEVANT,
666,Israel,1948,1949,Palestinians (Arab),1000,66601000,,0.14,DISCRIMINATED,false
666,Israel,1950,1967,Ashkenazim (Jewish),2000,66602000,,0.47,MONOPOLY,
666,Israel,1950,1967,Mizrahim (Jewsih),4000,66604000,,0.39,IRRELEVANT,
666,Israel,1950,1967,Israeli Arabs,1100,66601100,66601000,0.14,DISCRIMINATED,false
666,Israel,1968,1976,Ashkenazim (Jewish),2000,66602000,,0.33,DOMINANT,
666,Israel,1968,1976,Mizrahim (Jewsih),4000,66604000,,0.29,IRRELEVANT,
666,Israel,1968,1976,Palestinian Arabs,1200,66601200,66601000,0.27,DISCRIMINATED,false
666,Israel,1968,1976,Israeli Arabs,1100,66601100,66601000,0.11,POWERLESS,false
666,Israel,1977,1991,Mizrahim (Jewsih),4000,66604000,,0.31,JUNIOR PARTNER,false
666,Israel,1977,1991,Palestinian Arabs,1200,66601200,66601000,0.29,DISCRIMINATED,false
666,Israel,1977,1991,Ashkenazim (Jewish),2000,66602000,,0.29,SENIOR PARTNER,false
666,Israel,1977,1991,Israeli Arabs,1100,66601100,66601000,0.11,POWERLESS,false
666,Israel,1992,1995,Palestinian Arabs,1200,66601200,66601000,0.31,DISCRIMINATED,false
666,Israel,1992,1995,Ashkenazim (Jewish),2000,66602000,,0.23,SENIOR PARTNER,false
666,Israel,1992,1995,Mizrahim (Jewsih),4000,66604000,,0.23,SENIOR PARTNER,false
666,Israel,1992,1995,Israeli Arabs,1100,66601100,66601000,0.12,POWERLESS,false
666,Israel,1992,1995,Russians (Jewish),5000,66605000,,0.1,IRRELEVANT,
666,Israel,1996,2009,Palestinian Arabs,1200,66601200,66601000,0.31,DISCRIMINATED,false
666,Israel,1996,2009,Ashkenazim (Jewish),2000,66602000,,0.23,SENIOR PARTNER,false
666,Israel,1996,2009,Mizrahim (Jewsih),4000,66604000,,0.23,SENIOR PARTNER,false
666,Israel,1996,2009,Israeli Arabs,1100,66601100,66601000,0.12,POWERLESS,false
666,Israel,1996,2009,Russians (Jewish),5000,66605000,,0.1,JUNIOR PARTNER,false
666,Israel,2010,2013,Palestinian Arabs,1200,66601200,66601000,0.31,DISCRIMINATED,false
666,Israel,2010,2013,Ashkenazim (Jewish),2000,66602000,,0.23,SENIOR PARTNER,false
666,Israel,2010,2013,Mizrahim (Jewsih),4000,66604000,,0.23,SENIOR PARTNER,false
666,Israel,2010,2013,Israeli Arabs,1100,66601100,66601000,0.12,POWERLESS,false
666,Israel,2010,2013,Russians (Jewish),5000,66605000,,0.1,SENIOR PARTNER,false
670,Saudi Arabia,1946,2013,Sunni Wahhabi (Najdi) (Arab),5000,67005000,,0.36,SENIOR PARTNER,false
670,Saudi Arabia,1946,2013,Sunni Shafii/Sofi (Hijazi) (Arab),4000,67004000,,0.26,JUNIOR PARTNER,false
670,Saudi Arabia,1946,2013,Ja'afari Shia (Eastern Province) (Arab),2000,67002000,,0.15,DISCRIMINATED,false
670,Saudi Arabia,1946,2013,Ismaili Shia (South) (Arab),1000,67001000,,0.02,DISCRIMINATED,false
678,Yemen,1946,1949,Sunni Shafi'I (Arab),2200,67802200,67802000,0.69,JUNIOR PARTNER,false
678,Yemen,1946,1949,Zaydis,2100,67802100,67802000,0.29,SENIOR PARTNER,false
678,Yemen,1946,1949,Al-Akhdam,3000,67803000,,0.01,DISCRIMINATED,false
678,Yemen,1946,1949,Jewish,4000,67804000,,0.01,POWERLESS,false
678,Yemen,1950,1990,Sunni Shafi'I (Arab),2200,67802200,67802000,0.7,JUNIOR PARTNER,false
678,Yemen,1950,1990,Zaydis,2100,67802100,67802000,0.29,SENIOR PARTNER,false
678,Yemen,1950,1990,Al-Akhdam,3000,67803000,,0.01,DISCRIMINATED,false
678,Yemen,1991,1994,Southerners,1000,67801000,,0.55,SENIOR PARTNER,false
678,Yemen,1991,1994,Northerners,2000,67802000,,0.44,SENIOR PARTNER,false
678,Yemen,1991,1994,Al-Akhdam,3000,67803000,,0.01,DISCRIMINATED,false
678,Yemen,1995,2013,Southerners,1000,67801000,,0.55,JUNIOR PARTNER,false
678,Yemen,1995,2013,Zaydis,2100,67802100,67802000,0.24,SENIOR PARTNER,false
678,Yemen,1995,2013,Sunni Shafi'I (Arab),2200,67802200,67802000,0.2,JUNIOR PARTNER,false
678,Yemen,1995,2013,Al-Akhdam,3000,67803000,,0.01,DISCRIMINATED,false
680,Yemen People's Republic,1967,1989,Southern Yemenis,1000,68001000,,1,IRRELEVANT,
690,Kuwait,1961,2013,Kuwaiti Sunni (Arab),3000,69003000,,0.23,SENIOR PARTNER,false
690,Kuwait,1961,2013,Kuwaiti Shi'a (Arab),2000,69002000,,0.11,JUNIOR PARTNER,false
690,Kuwait,1961,2013,Bedoon,4000,69004000,,0.03,DISCRIMINATED,false
692,Bahrain,1971,2013,Shi'a Arabs,2000,69202000,,0.7,DISCRIMINATED,false
692,Bahrain,1971,2013,Sunni Arabs,1000,69201000,,0.3,MONOPOLY,
696,United Arab Emirates,1971,2013,Emirati Arabs,1000,69601000,,0.19,IRRELEVANT,
698,Oman,1971,2013,Ibadhi Muslims (Arab),1000,69801000,,0.74,IRRELEVANT,
700,Afghanistan,1946,1978,Pashtuns,12000,70012000,,0.41,DOMINANT,false
700,Afghanistan,1946,1978,Tajiks,14000,70014000,,0.25,IRRELEVANT,false
700,Afghanistan,1946,1978,Hazara,7000,70007000,,0.11,DISCRIMINATED,false
700,Afghanistan,1946,1978,Uzbeks,16000,70016000,,0.08,IRRELEVANT,false
700,Afghanistan,1946,1978,Baloch,4000,70004000,,0.02,IRRELEVANT,false
700,Afghanistan,1946,1978,Aimaq,6000,70006000,,0.019,IRRELEVANT,false
700,Afghanistan,1946,1978,Turkmen,15000,70015000,,0.015,IRRELEVANT,false
700,Afghanistan,1946,1978,Nuristani,8000,70008000,,0.007,IRRELEVANT,false
700,Afghanistan,1946,1978,Qizalbash,13000,70013000,,0.007,DISCRIMINATED,false
700,Afghanistan,1946,1978,Pashai,11000,70011000,,0.005,IRRELEVANT,false
700,Afghanistan,1946,1978,Pamir Tajiks,10000,70010000,,0.002,IRRELEVANT,false
700,Afghanistan,1946,1978,Brahui,5000,70005000,,0.001,IRRELEVANT,false
700,Afghanistan,1979,1992,Pashtuns,12000,70012000,,0.41,SENIOR PARTNER,true
700,Afghanistan,1979,1992,Tajiks,14000,70014000,,0.25,JUNIOR PARTNER,true
700,Afghanistan,1979,1992,Hazara,7000,70007000,,0.11,JUNIOR PARTNER,true
700,Afghanistan,1979,1992,Uzbeks,16000,70016000,,0.08,POWERLESS,true
700,Afghanistan,1979,1992,Baloch,4000,70004000,,0.02,IRRELEVANT,false
700,Afghanistan,1979,1992,Aimaq,6000,70006000,,0.019,IRRELEVANT,false
700,Afghanistan,1979,1992,Turkmen,15000,70015000,,0.015,POWERLESS,true
700,Afghanistan,1979,1992,Nuristani,8000,70008000,,0.007,POWERLESS,false
700,Afghanistan,1979,1992,Qizalbash,13000,70013000,,0.007,IRRELEVANT,false
700,Afghanistan,1979,1992,Pashai,11000,70011000,,0.005,IRRELEVANT,false
700,Afghanistan,1979,1992,Pamir Tajiks,10000,70010000,,0.002,IRRELEVANT,false
700,Afghanistan,1979,1992,Brahui,5000,70005000,,0.001,IRRELEVANT,false
700,Afghanistan,1993,1996,Pashtuns,12000,70012000,,0.41,JUNIOR PARTNER,true
700,Afghanistan,1993,1996,Tajiks,14000,70014000,,0.25,SENIOR PARTNER,true
700,Afghanistan,1993,1996,Uzbeks,16000,70016000,,0.113,JUNIOR PARTNER,true
700,Afghanistan,1993,1996,Hazara,7000,70007000,,0.11,POWERLESS,true
700,Afghanistan,1993,1996,Turkmen,15000,70015000,,0.033,IRRELEVANT,false
700,Afghanistan,1993,1996,Aimaq,6000,70006000,,0.019,JUNIOR PARTNER,false
700,Afghanistan,1993,1996,Qizalbash,13000,70013000,,0.01,IRRELEVANT,false
700,Afghanistan,1993,1996,Nuristani,8000,70008000,,0.007,IRRELEVANT,false
700,Afghanistan,1993,1996,Pashai,11000,70011000,,0.007,IRRELEVANT,false
700,Afghanistan,1993,1996,Pamir Tajiks,10000,70010000,,0.005,IRRELEVANT,false
700,Afghanistan,1993,1996,Baloch,4000,70004000,,0.002,IRRELEVANT,false
700,Afghanistan,1993,1996,Brahui,5000,70005000,,0.001,IRRELEVANT,false
700,Afghanistan,1997,2001,Pashtuns,12000,70012000,,0.41,MONOPOLY,true
700,Afghanistan,1997,2001,Tajiks,14000,70014000,,0.25,DISCRIMINATED,true
700,Afghanistan,1997,2001,Hazara,7000,70007000,,0.11,DISCRIMINATED,false
700,Afghanistan,1997,2001,Uzbeks,16000,70016000,,0.08,DISCRIMINATED,false
700,Afghanistan,1997,2001,Baloch,4000,70004000,,0.02,IRRELEVANT,false
700,Afghanistan,1997,2001,Aimaq,6000,70006000,,0.019,IRRELEVANT,false
700,Afghanistan,1997,2001,Turkmen,15000,70015000,,0.015,DISCRIMINATED,false
700,Afghanistan,1997,2001,Nuristani,8000,70008000,,0.007,DISCRIMINATED,false
700,Afghanistan,1997,2001,Qizalbash,13000,70013000,,0.007,DISCRIMINATED,false
700,Afghanistan,1997,2001,Pashai,11000,70011000,,0.005,IRRELEVANT,false
700,Afghanistan,1997,2001,Pamir Tajiks,10000,70010000,,0.002,IRRELEVANT,false
700,Afghanistan,1997,2001,Brahui,5000,70005000,,0.001,IRRELEVANT,false
700,Afghanistan,2002,2005,Pashtuns,12000,70012000,,0.41,SENIOR PARTNER,true
700,Afghanistan,2002,2005,Tajiks,14000,70014000,,0.25,SENIOR PARTNER,true
700,Afghanistan,2002,2005,Hazara,7000,70007000,,0.11,JUNIOR PARTNER,true
700,Afghanistan,2002,2005,Uzbeks,16000,70016000,,0.08,JUNIOR PARTNER,true
700,Afghanistan,2002,2005,Baloch,4000,70004000,,0.02,IRRELEVANT,false
700,Afghanistan,2002,2005,Aimaq,6000,70006000,,0.019,IRRELEVANT,false
700,Afghanistan,2002,2005,Turkmen,15000,70015000,,0.015,POWERLESS,true
700,Afghanistan,2002,2005,Nuristani,8000,70008000,,0.007,IRRELEVANT,false
700,Afghanistan,2002,2005,Qizalbash,13000,70013000,,0.007,IRRELEVANT,false
700,Afghanistan,2002,2005,Pashai,11000,70011000,,0.005,IRRELEVANT,false
700,Afghanistan,2002,2005,Pamir Tajiks,10000,70010000,,0.002,IRRELEVANT,false
700,Afghanistan,2002,2005,Brahui,5000,70005000,,0.001,IRRELEVANT,false
700,Afghanistan,2006,2013,Pashtuns,12000,70012000,,0.41,SENIOR PARTNER,true
700,Afghanistan,2006,2013,Tajiks,14000,70014000,,0.25,SENIOR PARTNER,true
700,Afghanistan,2006,2013,Hazara,7000,70007000,,0.11,SENIOR PARTNER,true
700,Afghanistan,2006,2013,Uzbeks,16000,70016000,,0.08,SENIOR PARTNER,true
700,Afghanistan,2006,2013,Baloch,4000,70004000,,0.02,IRRELEVANT,false
700,Afghanistan,2006,2013,Aimaq,6000,70006000,,0.019,IRRELEVANT,false
700,Afghanistan,2006,2013,Turkmen,15000,70015000,,0.015,POWERLESS,false
700,Afghanistan,2006,2013,Nuristani,8000,70008000,,0.007,IRRELEVANT,false
700,Afghanistan,2006,2013,Qizalbash,13000,70013000,,0.007,IRRELEVANT,false
700,Afghanistan,2006,2013,Pashai,11000,70011000,,0.005,IRRELEVANT,false
700,Afghanistan,2006,2013,Pamir Tajiks,10000,70010000,,0.002,IRRELEVANT,false
700,Afghanistan,2006,2013,Brahui,5000,70005000,,0.001,IRRELEVANT,false
701,Turkmenistan,1991,2013,Turkmen,13000,70113000,,0.85,MONOPOLY,
701,Turkmenistan,1991,2013,Uzbeks,14000,70114000,,0.05,POWERLESS,false
701,Turkmenistan,1991,2013,Russians,12000,70112000,,0.03,POWERLESS,false
701,Turkmenistan,1991,2013,Kazakhs,11000,70111000,,0.02,POWERLESS,false
702,Tajikistan,1991,1996,Tajik,3000,70203000,,0.623,DOMINANT,
702,Tajikistan,1991,1996,Uzbeks,5000,70205000,,0.235,POWERLESS,false
